,cantina
2750,1.0
2751,0.0
2752,0.0
2753,1.0
2754,1.0
2755,1.0
2756,1.0
2757,0.0
2758,1.0
2759,0.0
2760,1.0
2761,1.0
2762,1.0
2763,1.0
2764,1.0
2765,0.0
2766,1.0
2767,1.0
2768,1.0
2769,1.0
2770,1.0
2771,1.0
2772,1.0
2773,1.0
2774,0.0
2775,1.0
2776,1.0
2777,1.0
2778,1.0
2779,1.0
2780,1.0
2781,1.0
2782,1.0
2783,1.0
2784,1.0
2785,1.0
2786,1.0
2787,1.0
2788,1.0
2789,0.0
2790,1.0
2791,1.0
2792,1.0
2793,0.0
2794,1.0
2795,1.0
2796,1.0
2797,1.0
2798,0.0
2799,1.0
2800,1.0
2801,1.0
2802,1.0
2803,1.0
2804,0.0
2805,1.0
2806,1.0
2807,0.0
2808,1.0
2809,1.0
2810,1.0
2811,1.0
2812,1.0
2813,1.0
2814,1.0
2815,1.0
2816,1.0
2817,1.0
2818,1.0
2819,1.0
2820,0.0
2821,0.0
2822,1.0
2823,1.0
2824,1.0
2825,1.0
2826,1.0
2827,1.0
2828,1.0
2829,1.0
2830,1.0
2831,0.0
2832,1.0
2833,1.0
2834,1.0
2835,1.0
2836,1.0
2837,1.0
2838,1.0
2839,1.0
2840,0.0
2841,1.0
2842,1.0
2843,0.0
2844,1.0
2845,1.0
2846,1.0
2847,1.0
2848,0.0
2849,1.0
2850,1.0
2851,1.0
2852,1.0
2853,1.0
2854,1.0
2855,1.0
2856,1.0
2857,1.0
2858,1.0
2859,0.0
2860,0.0
2861,1.0
2862,1.0
2863,0.0
2864,0.0
2865,1.0
2866,1.0
2867,1.0
2868,1.0
2869,1.0
2870,1.0
2871,0.0
2872,1.0
2873,1.0
2874,1.0
2875,0.0
2876,1.0
2877,1.0
2878,1.0
2879,1.0
2880,1.0
2881,1.0
2882,1.0
2883,1.0
2884,1.0
2885,1.0
2886,0.0
2887,1.0
2888,1.0
2889,1.0
2890,1.0
2891,1.0
2892,1.0
2893,0.0
2894,0.0
2895,1.0
2896,0.0
2897,1.0
2898,1.0
2899,0.0
2900,1.0
2901,1.0
2902,1.0
2903,0.0
2904,1.0
2905,1.0
2906,1.0
2907,0.0
2908,1.0
2909,1.0
2910,1.0
2911,0.0
2912,0.0
2913,1.0
2914,0.0
2915,1.0
2916,1.0
2917,1.0
2918,1.0
2919,0.0
2920,1.0
2921,1.0
2922,1.0
2923,1.0
2924,1.0
2925,1.0
2926,1.0
2927,1.0
2928,1.0
2929,1.0
2930,1.0
2931,1.0
2932,1.0
2933,1.0
2934,1.0
2935,1.0
2936,1.0
2937,1.0
2938,1.0
2939,1.0
2940,0.0
2941,1.0
2942,1.0
2943,1.0
2944,1.0
2945,1.0
2946,1.0
2947,1.0
2948,1.0
2949,1.0
2950,1.0
2951,1.0
2952,1.0
2953,1.0
2954,0.0
2955,1.0
2956,1.0
2957,1.0
2958,0.0
2959,1.0
2960,1.0
2961,1.0
2962,1.0
2963,1.0
2964,1.0
2965,0.0
2966,1.0
2967,1.0
2968,1.0
2969,1.0
2970,1.0
2971,1.0
2972,1.0
2973,1.0
2974,1.0
2975,1.0
2976,1.0
2977,1.0
2978,1.0
2979,1.0
2980,1.0
2981,0.0
2982,0.0
2983,1.0
2984,1.0
2985,1.0
2986,1.0
2987,0.0
2988,1.0
2989,1.0
2990,1.0
2991,1.0
2992,1.0
2993,1.0
2994,1.0
2995,1.0
2996,1.0
2997,1.0
2998,1.0
2999,0.0
