,cantina
5000,1.0
5001,1.0
5002,1.0
5003,0.0
5004,1.0
5005,0.0
5006,1.0
5007,1.0
5008,1.0
5009,1.0
5010,1.0
5011,1.0
5012,0.0
5013,1.0
5014,0.0
5015,1.0
5016,1.0
5017,1.0
5018,0.0
5019,1.0
5020,1.0
5021,0.0
5022,1.0
5023,1.0
5024,1.0
5025,1.0
5026,1.0
5027,1.0
5028,1.0
5029,1.0
5030,0.0
5031,1.0
5032,1.0
5033,0.0
5034,1.0
5035,1.0
5036,1.0
5037,1.0
5038,0.0
5039,1.0
5040,1.0
5041,1.0
5042,1.0
5043,1.0
5044,1.0
5045,1.0
5046,1.0
5047,1.0
5048,1.0
5049,1.0
5050,1.0
5051,1.0
5052,1.0
5053,0.0
5054,0.0
5055,1.0
5056,0.0
5057,0.0
5058,1.0
5059,1.0
5060,1.0
5061,1.0
5062,1.0
5063,1.0
5064,1.0
5065,1.0
5066,1.0
5067,0.0
5068,1.0
5069,1.0
5070,0.0
5071,1.0
5072,1.0
5073,1.0
5074,1.0
5075,1.0
5076,1.0
5077,1.0
5078,1.0
5079,1.0
5080,1.0
5081,1.0
5082,1.0
5083,1.0
5084,1.0
5085,1.0
5086,1.0
5087,1.0
5088,0.0
5089,1.0
5090,1.0
5091,1.0
5092,1.0
5093,1.0
5094,0.0
5095,1.0
5096,0.0
5097,1.0
5098,1.0
5099,1.0
5100,1.0
5101,1.0
5102,1.0
5103,0.0
5104,1.0
5105,1.0
5106,1.0
5107,1.0
5108,1.0
5109,1.0
5110,1.0
5111,1.0
5112,1.0
5113,1.0
5114,1.0
5115,1.0
5116,1.0
5117,1.0
5118,1.0
5119,1.0
5120,1.0
5121,1.0
5122,1.0
5123,1.0
5124,1.0
5125,0.0
5126,1.0
5127,1.0
5128,1.0
5129,1.0
5130,1.0
5131,0.0
5132,1.0
5133,1.0
5134,1.0
5135,1.0
5136,0.0
5137,1.0
5138,1.0
5139,0.0
5140,1.0
5141,1.0
5142,1.0
5143,1.0
5144,1.0
5145,1.0
5146,1.0
5147,1.0
5148,1.0
5149,1.0
5150,1.0
5151,1.0
5152,1.0
5153,1.0
5154,1.0
5155,1.0
5156,1.0
5157,1.0
5158,1.0
5159,1.0
5160,1.0
5161,1.0
5162,1.0
5163,0.0
5164,1.0
5165,1.0
5166,1.0
5167,1.0
5168,1.0
5169,1.0
5170,1.0
5171,1.0
5172,1.0
5173,1.0
5174,1.0
5175,1.0
5176,1.0
5177,1.0
5178,1.0
5179,1.0
5180,1.0
5181,1.0
5182,1.0
5183,1.0
5184,1.0
5185,1.0
5186,1.0
5187,1.0
5188,1.0
5189,1.0
5190,1.0
5191,0.0
5192,1.0
5193,1.0
5194,1.0
5195,1.0
5196,0.0
5197,1.0
5198,1.0
5199,1.0
5200,1.0
5201,1.0
5202,1.0
5203,1.0
5204,1.0
5205,0.0
5206,1.0
5207,1.0
5208,1.0
5209,1.0
5210,1.0
5211,1.0
5212,1.0
5213,1.0
5214,1.0
5215,1.0
5216,1.0
5217,1.0
5218,1.0
5219,1.0
5220,1.0
5221,1.0
5222,1.0
5223,0.0
5224,0.0
5225,0.0
5226,0.0
5227,1.0
5228,0.0
5229,1.0
5230,0.0
5231,1.0
5232,1.0
5233,1.0
5234,1.0
5235,1.0
5236,0.0
5237,1.0
5238,1.0
5239,1.0
5240,1.0
5241,1.0
5242,1.0
5243,0.0
5244,0.0
5245,1.0
5246,1.0
5247,1.0
5248,1.0
5249,0.0
