,cantina
8000,0.0
8001,1.0
8002,1.0
8003,1.0
8004,1.0
8005,1.0
8006,0.0
8007,1.0
8008,0.0
8009,1.0
8010,1.0
8011,1.0
8012,1.0
8013,1.0
8014,0.0
8015,1.0
8016,1.0
8017,1.0
8018,1.0
8019,1.0
8020,1.0
8021,1.0
8022,1.0
8023,1.0
8024,1.0
8025,0.0
8026,1.0
8027,1.0
8028,0.0
8029,0.0
8030,0.0
8031,1.0
8032,1.0
8033,1.0
8034,1.0
8035,0.0
8036,1.0
8037,1.0
8038,0.0
8039,1.0
8040,1.0
8041,1.0
8042,1.0
8043,1.0
8044,1.0
8045,1.0
8046,1.0
8047,1.0
8048,1.0
8049,1.0
8050,1.0
8051,1.0
8052,0.0
8053,1.0
8054,1.0
8055,1.0
8056,1.0
8057,1.0
8058,0.0
8059,1.0
8060,1.0
8061,1.0
8062,1.0
8063,1.0
8064,1.0
8065,1.0
8066,1.0
8067,1.0
8068,1.0
8069,1.0
8070,1.0
8071,1.0
8072,1.0
8073,0.0
8074,0.0
8075,1.0
8076,1.0
8077,1.0
8078,1.0
8079,1.0
8080,1.0
8081,1.0
8082,1.0
8083,0.0
8084,1.0
8085,1.0
8086,0.0
8087,1.0
8088,1.0
8089,1.0
8090,1.0
8091,1.0
8092,1.0
8093,1.0
8094,1.0
8095,1.0
8096,1.0
8097,1.0
8098,0.0
8099,1.0
8100,1.0
8101,0.0
8102,0.0
8103,1.0
8104,1.0
8105,1.0
8106,0.0
8107,1.0
8108,1.0
8109,1.0
8110,1.0
8111,1.0
8112,1.0
8113,1.0
8114,1.0
8115,1.0
8116,1.0
8117,1.0
8118,1.0
8119,1.0
8120,1.0
8121,1.0
8122,0.0
8123,1.0
8124,1.0
8125,1.0
8126,1.0
8127,1.0
8128,1.0
8129,1.0
8130,1.0
8131,1.0
8132,1.0
8133,1.0
8134,1.0
8135,1.0
8136,1.0
8137,0.0
8138,1.0
8139,0.0
8140,0.0
8141,1.0
8142,1.0
8143,0.0
8144,1.0
8145,1.0
8146,1.0
8147,1.0
8148,1.0
8149,1.0
8150,1.0
8151,1.0
8152,0.0
8153,1.0
8154,0.0
8155,0.0
8156,1.0
8157,1.0
8158,0.0
8159,1.0
8160,0.0
8161,1.0
8162,1.0
8163,1.0
8164,1.0
8165,1.0
8166,0.0
8167,1.0
8168,0.0
8169,1.0
8170,1.0
8171,1.0
8172,1.0
8173,1.0
8174,1.0
8175,1.0
8176,1.0
8177,1.0
8178,1.0
8179,1.0
8180,1.0
8181,1.0
8182,1.0
8183,1.0
8184,0.0
8185,1.0
8186,1.0
8187,1.0
8188,1.0
8189,0.0
8190,1.0
8191,1.0
8192,1.0
8193,1.0
8194,1.0
8195,1.0
8196,1.0
8197,1.0
8198,1.0
8199,1.0
8200,1.0
8201,1.0
8202,0.0
8203,0.0
8204,1.0
8205,1.0
8206,1.0
8207,1.0
8208,1.0
8209,1.0
8210,1.0
8211,1.0
8212,1.0
8213,0.0
8214,1.0
8215,1.0
8216,1.0
8217,1.0
8218,1.0
8219,1.0
8220,1.0
8221,1.0
8222,1.0
8223,0.0
8224,1.0
8225,1.0
8226,1.0
8227,1.0
8228,1.0
8229,0.0
8230,1.0
8231,1.0
8232,1.0
8233,0.0
8234,1.0
8235,1.0
8236,1.0
8237,1.0
8238,1.0
8239,1.0
8240,1.0
8241,0.0
8242,1.0
8243,0.0
8244,1.0
8245,1.0
8246,1.0
8247,1.0
8248,1.0
8249,1.0
