,cantina
5750,1.0
5751,1.0
5752,1.0
5753,1.0
5754,0.0
5755,1.0
5756,1.0
5757,1.0
5758,1.0
5759,1.0
5760,0.0
5761,1.0
5762,1.0
5763,1.0
5764,1.0
5765,1.0
5766,1.0
5767,1.0
5768,1.0
5769,1.0
5770,1.0
5771,1.0
5772,1.0
5773,1.0
5774,1.0
5775,1.0
5776,0.0
5777,1.0
5778,1.0
5779,1.0
5780,0.0
5781,1.0
5782,0.0
5783,1.0
5784,1.0
5785,1.0
5786,1.0
5787,1.0
5788,0.0
5789,1.0
5790,0.0
5791,1.0
5792,1.0
5793,1.0
5794,1.0
5795,1.0
5796,1.0
5797,1.0
5798,0.0
5799,1.0
5800,1.0
5801,0.0
5802,1.0
5803,1.0
5804,1.0
5805,1.0
5806,0.0
5807,0.0
5808,0.0
5809,1.0
5810,1.0
5811,1.0
5812,1.0
5813,1.0
5814,1.0
5815,1.0
5816,1.0
5817,0.0
5818,1.0
5819,1.0
5820,1.0
5821,1.0
5822,1.0
5823,1.0
5824,1.0
5825,0.0
5826,1.0
5827,1.0
5828,1.0
5829,1.0
5830,1.0
5831,1.0
5832,1.0
5833,1.0
5834,1.0
5835,1.0
5836,1.0
5837,1.0
5838,1.0
5839,0.0
5840,1.0
5841,1.0
5842,0.0
5843,1.0
5844,1.0
5845,1.0
5846,1.0
5847,1.0
5848,1.0
5849,0.0
5850,1.0
5851,1.0
5852,1.0
5853,1.0
5854,1.0
5855,1.0
5856,1.0
5857,1.0
5858,0.0
5859,1.0
5860,1.0
5861,1.0
5862,1.0
5863,1.0
5864,1.0
5865,0.0
5866,1.0
5867,1.0
5868,1.0
5869,0.0
5870,1.0
5871,0.0
5872,1.0
5873,0.0
5874,1.0
5875,1.0
5876,1.0
5877,1.0
5878,0.0
5879,1.0
5880,1.0
5881,1.0
5882,1.0
5883,1.0
5884,0.0
5885,1.0
5886,1.0
5887,1.0
5888,1.0
5889,1.0
5890,0.0
5891,1.0
5892,1.0
5893,1.0
5894,1.0
5895,1.0
5896,1.0
5897,1.0
5898,1.0
5899,1.0
5900,1.0
5901,0.0
5902,1.0
5903,1.0
5904,1.0
5905,1.0
5906,1.0
5907,1.0
5908,1.0
5909,1.0
5910,0.0
5911,1.0
5912,1.0
5913,1.0
5914,1.0
5915,1.0
5916,1.0
5917,1.0
5918,1.0
5919,1.0
5920,1.0
5921,0.0
5922,0.0
5923,1.0
5924,1.0
5925,1.0
5926,1.0
5927,1.0
5928,1.0
5929,1.0
5930,1.0
5931,1.0
5932,1.0
5933,1.0
5934,0.0
5935,1.0
5936,0.0
5937,1.0
5938,1.0
5939,1.0
5940,1.0
5941,0.0
5942,1.0
5943,0.0
5944,1.0
5945,1.0
5946,1.0
5947,1.0
5948,1.0
5949,1.0
5950,1.0
5951,1.0
5952,1.0
5953,1.0
5954,1.0
5955,1.0
5956,1.0
5957,1.0
5958,1.0
5959,0.0
5960,1.0
5961,0.0
5962,1.0
5963,1.0
5964,1.0
5965,0.0
5966,1.0
5967,0.0
5968,1.0
5969,1.0
5970,0.0
5971,1.0
5972,1.0
5973,1.0
5974,1.0
5975,1.0
5976,1.0
5977,0.0
5978,1.0
5979,0.0
5980,0.0
5981,1.0
5982,1.0
5983,1.0
5984,1.0
5985,0.0
5986,0.0
5987,1.0
5988,1.0
5989,1.0
5990,0.0
5991,1.0
5992,1.0
5993,1.0
5994,1.0
5995,1.0
5996,1.0
5997,1.0
5998,1.0
5999,1.0
