,cantina
6500,1.0
6501,1.0
6502,1.0
6503,1.0
6504,1.0
6505,1.0
6506,1.0
6507,1.0
6508,1.0
6509,1.0
6510,0.0
6511,1.0
6512,1.0
6513,1.0
6514,1.0
6515,1.0
6516,1.0
6517,1.0
6518,1.0
6519,1.0
6520,0.0
6521,1.0
6522,1.0
6523,1.0
6524,0.0
6525,1.0
6526,1.0
6527,1.0
6528,1.0
6529,1.0
6530,0.0
6531,1.0
6532,0.0
6533,1.0
6534,1.0
6535,1.0
6536,0.0
6537,1.0
6538,1.0
6539,1.0
6540,1.0
6541,1.0
6542,1.0
6543,1.0
6544,1.0
6545,1.0
6546,1.0
6547,0.0
6548,1.0
6549,0.0
6550,1.0
6551,1.0
6552,1.0
6553,1.0
6554,1.0
6555,1.0
6556,1.0
6557,1.0
6558,1.0
6559,1.0
6560,1.0
6561,1.0
6562,1.0
6563,1.0
6564,1.0
6565,1.0
6566,1.0
6567,0.0
6568,0.0
6569,1.0
6570,1.0
6571,1.0
6572,1.0
6573,1.0
6574,1.0
6575,1.0
6576,1.0
6577,1.0
6578,1.0
6579,0.0
6580,1.0
6581,1.0
6582,1.0
6583,1.0
6584,1.0
6585,1.0
6586,1.0
6587,1.0
6588,0.0
6589,1.0
6590,1.0
6591,0.0
6592,1.0
6593,1.0
6594,1.0
6595,1.0
6596,1.0
6597,1.0
6598,1.0
6599,1.0
6600,1.0
6601,1.0
6602,1.0
6603,1.0
6604,1.0
6605,1.0
6606,1.0
6607,0.0
6608,1.0
6609,0.0
6610,1.0
6611,1.0
6612,1.0
6613,1.0
6614,1.0
6615,1.0
6616,1.0
6617,0.0
6618,1.0
6619,0.0
6620,1.0
6621,1.0
6622,1.0
6623,1.0
6624,1.0
6625,1.0
6626,0.0
6627,1.0
6628,1.0
6629,1.0
6630,1.0
6631,0.0
6632,1.0
6633,1.0
6634,1.0
6635,1.0
6636,0.0
6637,1.0
6638,1.0
6639,1.0
6640,0.0
6641,1.0
6642,1.0
6643,1.0
6644,1.0
6645,1.0
6646,1.0
6647,1.0
6648,1.0
6649,1.0
6650,1.0
6651,1.0
6652,1.0
6653,1.0
6654,1.0
6655,1.0
6656,1.0
6657,1.0
6658,1.0
6659,1.0
6660,1.0
6661,1.0
6662,1.0
6663,1.0
6664,1.0
6665,0.0
6666,0.0
6667,1.0
6668,1.0
6669,1.0
6670,1.0
6671,1.0
6672,1.0
6673,1.0
6674,1.0
6675,0.0
6676,1.0
6677,1.0
6678,1.0
6679,1.0
6680,1.0
6681,0.0
6682,1.0
6683,1.0
6684,1.0
6685,0.0
6686,1.0
6687,1.0
6688,0.0
6689,1.0
6690,1.0
6691,1.0
6692,1.0
6693,0.0
6694,1.0
6695,1.0
6696,1.0
6697,0.0
6698,0.0
6699,0.0
6700,1.0
6701,0.0
6702,1.0
6703,1.0
6704,1.0
6705,1.0
6706,1.0
6707,1.0
6708,0.0
6709,0.0
6710,1.0
6711,1.0
6712,1.0
6713,1.0
6714,1.0
6715,1.0
6716,0.0
6717,1.0
6718,1.0
6719,1.0
6720,0.0
6721,1.0
6722,1.0
6723,0.0
6724,1.0
6725,1.0
6726,1.0
6727,1.0
6728,1.0
6729,1.0
6730,1.0
6731,1.0
6732,1.0
6733,1.0
6734,1.0
6735,1.0
6736,0.0
6737,1.0
6738,1.0
6739,0.0
6740,1.0
6741,1.0
6742,1.0
6743,1.0
6744,1.0
6745,1.0
6746,1.0
6747,1.0
6748,1.0
6749,1.0
